"lang"
{
    "Language"    "russian"
		"DOTA_Tooltip_modifier_devour_weakening_aura_debuff"						"Weakening Aura"
		"DOTA_Tooltip_modifier_devour_weakening_aura_debuff_Description"			"Броня уменьшена на %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS%."

        "DOTA_Tooltip_modifier_silencer_glaives_of_wisdom_Description"		        "Silencer постоянно похищает %dMODIFIER_PROPERTY_TOOLTIP% интелекта за любого убитого им вражеского героя."
		"DOTA_Tooltip_ability_silencer_glaives_of_wisdom_Note0"						""

        // "DOTA_Tooltip_ability_doom_bringer_devour_custom_Description"    "Пожирает вражеского или нейтрального крипа, перенимая его способности."
        "DOTA_Tooltip_ability_doom_bringer_devour_custom_bonus_gold_per_minute"    "ДОП. ЗОЛОТО:"
        "DOTA_Tooltip_ability_doom_bringer_devour_custom_health_regen"    "ВОССТАНОВЛЕНИЕ ЗДОРОВЬЯ:"
        "DOTA_Tooltip_ability_devour_speed_aura_bonus_movement_speed"    "%СКОРОСТЬ ПЕРЕДВИЖЕНИЯ:"
        "DOTA_Tooltip_ability_devour_speed_aura_radius"    "РАДИУС:"
        "DOTA_Tooltip_modifier_devour_speed_aura_buff_Description"    "Скорость передвижения увеличена."
        "DOTA_Tooltip_ability_devour_cloak_aura_bonus_magical_armor"    "%МАГИЧЕСКОЕ СОПРОТИВЛЕНИЕ:"
        "DOTA_Tooltip_ability_devour_cloak_aura_radius"    "РАДИУС:"
        "DOTA_Tooltip_modifier_devour_cloak_aura_buff_Description"    "Магическое сопротивление увеличено."
        "DOTA_Tooltip_ability_devour_endurance_aura_bonus_attack_speed"    "СКОРОСТЬ АТАКИ:"
        "DOTA_Tooltip_ability_devour_endurance_aura_radius"    "РАДИУС:"
        "DOTA_Tooltip_modifier_devour_endurance_aura_buff_Description"    "Скорость атаки увеличена."
        "DOTA_Tooltip_ability_devour_command_aura_bonus_damage_pct"    "%ДОПОЛНИТЕЛЬНЫЙ УРОН:"
        "DOTA_Tooltip_ability_devour_command_aura_radius"    "РАДИУС:"
        "DOTA_Tooltip_modifier_devour_command_aura_buff_Description"    "Урон увеличен."
        "DOTA_Tooltip_ability_devour_toughness_aura_bonus_armor"    "ДОПОЛНИТЕЛЬНАЯ БРОНЯ:"
        "DOTA_Tooltip_ability_devour_toughness_aura_radius"    "РАДИУС:"
        "DOTA_Tooltip_modifier_devour_toughness_aura_buff_Description"    "Броня увеличена."
        "DOTA_Tooltip_ability_devour_unholy_aura_health_regen"    "РЕГЕНЕРАЦИЯ ЗДОРОВЬЯ:"
        "DOTA_Tooltip_ability_devour_unholy_aura_radius"    "РАДИУС:"
        "DOTA_Tooltip_modifier_devour_unholy_aura_buff_Description"    "Регенерация здоровья увеличена."
        "DOTA_Tooltip_ability_devour_mana_aura_mana_regen"    "РЕГЕНЕРАЦИЯ МАНЫ:"
        "DOTA_Tooltip_ability_devour_mana_aura_radius"    "РАДИУС:"
        "DOTA_Tooltip_modifier_devour_mana_aura_buff_Description"    "Регенерация маны увеличена."

		"DOTA_Tooltip_ability_doom_bringer_doom_Description"	"Вражеского героя настигает жуткая участь, отчего тот получает периодический урон и не может применять способности или использовать предметы.\n\nТИП РАЗВЕИВАНИЯ: нормальное"

		// Dragon Knight

		//Drow Ranger

		// Earth Spirit

		// Earthshaker

		// Elder Titan
		"DOTA_Tooltip_ability_elder_titan_echo_stomp_lua"										"Echo Stomp"
		"DOTA_Tooltip_ability_elder_titan_echo_stomp_lua_Description"							"Герой и его дух сотрясают землю, нанося окружающим противникам урон и усыпляя их. Герой наносит этой способностью физический урон, а его дух — магический."
		"DOTA_Tooltip_ability_elder_titan_echo_stomp_lua_shard_description"						"Позволяет включить автоматическое применение Echo Stomp. Если оно включено, после применения способности герой перенесётся на место астрального духа."
		"DOTA_Tooltip_ability_elder_titan_echo_stomp_lua_ability_note"							"Echo Stomp будет наносить физический и магический урон независимо от наличия Astral Spirit."
		"DOTA_Tooltip_ability_elder_titan_echo_stomp_lua_Lore"									"Мощь созидания до сих пор отражается эхом в топоте титана."
		"DOTA_Tooltip_ability_elder_titan_echo_stomp_lua_Note0"									"Если существо попадет под два типа урона от способности, оно получит оба типа урона."
		"DOTA_Tooltip_ability_elder_titan_echo_stomp_lua_cast_time"								"ВРЕМЯ ПРИМЕНЕНИЯ:"
		"DOTA_Tooltip_ability_elder_titan_echo_stomp_lua_radius"								"РАДИУС:"
		"DOTA_Tooltip_ability_elder_titan_echo_stomp_lua_stomp_damage"							"УРОН:"
		"DOTA_Tooltip_ability_elder_titan_echo_stomp_lua_sleep_duration"						"ДЛИТЕЛЬНОСТЬ СНА:"
		"DOTA_Tooltip_ability_elder_titan_echo_stomp_lua_wake_damage_limit"						"УРОН ДЛЯ ПРОБУЖДЕНИЯ:"

		"DOTA_Tooltip_ability_elder_titan_ancestral_spirit_lua"									"Astral Spirit"
		"DOTA_Tooltip_ability_elder_titan_ancestral_spirit_lua_Description"						"Герой призывает астрального духа, который наносит урон каждому врагу, сквозь которого проходит. При воссоединении с владельцем дух дарует ему дополнительные урон, броню и скорость передвижения за каждого задетого им врага.\n\nДухом можно управлять, и он обладает способностями Echo Stomp, Return Spirit и Natural Order."
		"DOTA_Tooltip_ability_elder_titan_ancestral_spirit_lua_Lore"							"Так же, как и четыре предвечных, титан существует во всех мирах одновременно, и может призывать другие свои сущности, когда ему это нужно."
		"DOTA_Tooltip_ability_elder_titan_ancestral_spirit_lua_scepter_description"				"Помимо других эффектов дух даёт %scepter_magic_immune_per_hero% сек. невосприимчивости к магии за каждого задетого вражеского героя."
		"DOTA_Tooltip_ability_elder_titan_ancestral_spirit_lua_spirit_duration"					"ДЛИТЕЛЬНОСТЬ ДУХА:"
		"DOTA_Tooltip_ability_elder_titan_ancestral_spirit_lua_buff_duration"					"ДЛИТЕЛЬНОСТЬ БАФФОВ:"
		"DOTA_Tooltip_ability_elder_titan_ancestral_spirit_lua_pass_damage"						"УРОН:"
		"DOTA_Tooltip_ability_elder_titan_ancestral_spirit_lua_radius"							"РАДИУС УРОНА:"
		"DOTA_Tooltip_ability_elder_titan_ancestral_spirit_lua_move_pct_creeps"					"%ДОП. СКОРОСТЬ ПЕРЕДВИЖЕНИЯ ЗА КРИПА:"
		"DOTA_Tooltip_ability_elder_titan_ancestral_spirit_lua_move_pct_heroes"					"%ДОП. СКОРОСТЬ ПЕРЕДВИЖЕНИЯ ЗА ГЕРОЯ:"
		"DOTA_Tooltip_ability_elder_titan_ancestral_spirit_lua_damage_creeps"					"ДОП. УРОН ЗА КРИПА:"
		"DOTA_Tooltip_ability_elder_titan_ancestral_spirit_lua_damage_heroes"					"ДОП. УРОН ЗА ГЕРОЯ"
		"DOTA_Tooltip_ability_elder_titan_ancestral_spirit_lua_armor_creeps"					"ДОП. БРОНЯ ЗА КРИПА:"
		"DOTA_Tooltip_ability_elder_titan_ancestral_spirit_lua_armor_heroes"					"ДОП. БРОНЯ ЗА ГЕРОЯ:"
		"DOTA_Tooltip_ability_elder_titan_ancestral_spirit_lua_ability_note"					"Дух исчезнет если окажется слишком далеко от героя."

		"DOTA_Tooltip_modifier_elder_titan_ancestral_spirit_buff_lua"							"Astral Titan Buff"
		"DOTA_Tooltip_modifier_elder_titan_ancestral_spirit_buff_lua_Description"				"Усиление от Astral Titan: Скорость передвижения увеличена на %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%, броня увеличена на %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS%, урон от атак увеличен на %dMODIFIER_PROPERTY_PREATTACK_BONUS_DAMAGE%."

		"DOTA_Tooltip_ability_elder_titan_return_spirit_lua"									"Return Astral Spirit"
		"DOTA_Tooltip_ability_elder_titan_return_spirit_lua_Description"						"Возвращает духа обратно к герою."

		"DOTA_Tooltip_ability_elder_titan_move_spirit_lua"										"Move Astral Spirit"
		"DOTA_Tooltip_ability_elder_titan_move_spirit_lua_Description"							"Направляет духа в указанную точку."

		"DOTA_Tooltip_ability_elder_titan_natural_order_lua"									"Natural Order"
		"DOTA_Tooltip_ability_elder_titan_natural_order_lua_Description"						"Приводит сущность врагов к начальному небытию, снижая их базовый показатель брони и сопротивление магическому урону. Броню уменьшает сам герой, а сопротивление магии — дух от способности Astral Spirit."
		"DOTA_Tooltip_ability_elder_titan_natural_order_lua_Lore"								"Титан приводит все к первородному состоянию."
		"DOTA_Tooltip_ability_elder_titan_natural_order_lua_Note0"								"When the Astral Spirit isn't present, both the armor and magic armor reduction is centered around Elder Titan."
		"DOTA_Tooltip_ability_elder_titan_natural_order_lua_radius"								"RADIUS:"
		"DOTA_Tooltip_ability_elder_titan_natural_order_lua_armor_reduction_pct"				"%BASE ARMOR REDUCTION:"
		"DOTA_Tooltip_ability_elder_titan_natural_order_lua_magic_resistance_pct"				"%BASE RESIST REDUCTION:"
		"DOTA_Tooltip_ability_elder_titan_natural_order_lua_spirit"								"Natural Order"
		"DOTA_Tooltip_ability_elder_titan_natural_order_lua_spirit_Note0"						"Если дух не призван или способность Astral Spirit не изучена, то оба дебаффа распространяются вокруг Elder Titan"
		"DOTA_Tooltip_ability_elder_titan_natural_order_lua_spirit_Description"					"Приводит сущность врагов к начальному небытию, снижая их базовый показатель брони и сопротивление магическому урону. Броню уменьшает сам герой, а сопротивление магии — дух от способности Astral Spirit."
		"DOTA_Tooltip_ability_elder_titan_natural_order_lua_spirit_Lore"						"Титан приводит все к первородному состоянию."
		"DOTA_Tooltip_ability_elder_titan_natural_order_lua_spirit_radius"						"РАДИУС АУРЫ:"
		"DOTA_Tooltip_ability_elder_titan_natural_order_lua_spirit_armor_reduction_pct"			"%СНИЖЕНИЕ БАЗОВОЙ БРОНИ:"
		"DOTA_Tooltip_ability_elder_titan_natural_order_lua_spirit_magic_resistance_pct"		"%СНИЖЕНИЕ БАЗОВОГО СОПРОТИВЛЕНИЯ МАГИИ:"
		"DOTA_Tooltip_ability_elder_titan_natural_order_lua_ability_note"						"Не действует на <font color='#B694FF'>Древних Крипов</font>."

		// Ember Spirit

		// Enchantress
		"DOTA_Tooltip_ability_special_enchant_ancients_chance"						"Enchant может призвать Древних Крипов ({s:value}% шанс)"
		"DOTA_Tooltip_ability_enchantress_enchant_custom"							"Enchant"
		"DOTA_Tooltip_ability_enchantress_enchant_custom_Description"				"Очаровывает врага, либо забирая его под свой контроль с увеличенным здоровьем и уроном от атак (если это крип), либо замедляя его передвижение (если это герой).\n\nТИП РАЗВЕИВАНИЯ: Базовый"
		"DOTA_Tooltip_ability_enchantress_enchant_custom_Lore"						"Как истинная хранительница леса, Аюшта дружна со всеми в нем — от низших троллей до могучих кентавров."
		"DOTA_Tooltip_ability_enchantress_enchant_custom_Note0"						"Может приручать иллюзии."
		"DOTA_Tooltip_ability_enchantress_enchant_custom_Note1"						"Можно применить на себя."
		"DOTA_Tooltip_ability_enchantress_enchant_custom_slow_movement_speed"		"%ЗАМЕДЛЕНИЕ ПЕРЕДВИЖЕНИЯ ГЕРОЕВ:"
		"DOTA_Tooltip_ability_enchantress_enchant_custom_slow_duration"				"ДЛИТЕЛЬНОСТЬ:"
		"DOTA_Tooltip_ability_enchantress_enchant_custom_dominate_duration"			"ДЛИТЕЛЬНОСТЬ ОЧАРОВНИЯ:"
		"DOTA_Tooltip_ability_enchantress_enchant_custom_enchant_health"			"ДОП. МАКС. ЗДОРОВЬЕ КРИПА:"
		"DOTA_Tooltip_ability_enchantress_enchant_custom_enchant_armor"				"ДОП. БРОНЯ КРИПА:"
